date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:06:31	11339/11339	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2003:28:35%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.13.2	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min2e9d.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:31	97554/97554	---M-Z	200	added ('OK')	text/css	date:Tue,%2027%20Jun%202023%2010:03:32%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/elementor/css/post-5.css?ver=1687860212	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/elementor/css/post-52bc9.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:31	7251/7251	---M-Z	200	added ('OK')	text/css	date:Mon,%2026%20Jun%202023%2021:27:27%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/elementor/css/post-471.css?ver=1687814847	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/elementor/css/post-471a3f9.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:32	22177/22177	---M-Z	200	added ('OK')	text/css	date:Mon,%2026%20Jun%202023%2021:27:27%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/elementor/css/post-429.css?ver=1687814847	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/elementor/css/post-429a3f9.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:32	57912/57912	---M-Z	200	added ('OK')	text/css	date:Sun,%2020%20Aug%202023%2018:10:51%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:33	669/669	---M-Z	200	added ('OK')	text/css	date:Sun,%2020%20Aug%202023%2018:10:51%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:33	675/675	---M-Z	200	added ('OK')	text/css	date:Sun,%2020%20Aug%202023%2018:10:51%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:34	87482/87482	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202023%2007:07:26%20GMT	https://tykit.rometheme.pro/taxation/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/taxation/tykit.rometheme.pro/taxation/wp-includes/js/jquery/jquery.min3088.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:34	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202023%2007:07:26%20GMT	https://tykit.rometheme.pro/taxation/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/taxation/tykit.rometheme.pro/taxation/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:34	7/7	---M--	200	added ('OK')	application/javascript	date:Fri,%2015%20Oct%202021%2006:04:33%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min.js?ver=1.0.21	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min365c.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:34	9308/9308	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Mar%202023%2007:11:47%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Logo1-1.png	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Logo1-1.png	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:35	26596/26596	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2003:28:35%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:35	11688/11688	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2003:28:35%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:36	123677/123677	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2005:07:27%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/Client.png	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/Client.png	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:37	10101/10101	---M-Z	200	added ('OK')	text/css	date:Sun,%2020%20Aug%202023%2018:10:51%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:37	305475/305475	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2005:39:23%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/cream-always-rises-shot-of-a-young-businesswom-2022-07-18-19-36-28-utc.png	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/cream-always-rises-shot-of-a-young-businesswom-2022-07-18-19-36-28-utc.png	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:38	6878/6878	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2004:13:06%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt6.png	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt6.png	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:38	252473/252473	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2005:44:04%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/couple-buying-new-apartment-house-agent-showing-d-2022-12-16-09-12-30-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/couple-buying-new-apartment-house-agent-showing-d-2022-12-16-09-12-30-utc.jpg	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:39	217928/217928	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2005:44:06%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/financial-advisor-consulting-2021-08-27-09-42-26-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/financial-advisor-consulting-2021-08-27-09-42-26-utc.jpg	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:39	7657/7657	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2004:13:04%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt1.png	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt1.png	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:39	6853/6853	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2004:13:06%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt5.png	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt5.png	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:40	9158/9158	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2004:13:05%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt4.png	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt4.png	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:40	4915/4915	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2004:13:05%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt3.png	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt3.png	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:40	7781/7781	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2004:13:04%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt2.png	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/Prt2.png	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:40	9921/9921	---M-Z	200	added ('OK')	text/css	date:Sun,%2020%20Aug%202023%2018:10:51%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:42	281094/281094	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2005:50:03%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/smiling-business-team-applauding-to-successful-bos-2022-12-16-16-54-45-utc.png	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/smiling-business-team-applauding-to-successful-bos-2022-12-16-16-54-45-utc.png	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:43	245789/245789	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2005:52:44%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/smiling-business-lady-looking-at-her-colleague-2021-09-03-15-40-05-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/smiling-business-lady-looking-at-her-colleague-2021-09-03-15-40-05-utc.jpg	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:43	250700/250700	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2005:52:42%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/smiling-business-colleagues-applauding-in-the-offi-2022-11-23-22-31-45-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/smiling-business-colleagues-applauding-in-the-offi-2022-11-23-22-31-45-utc.jpg	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:43	156505/156505	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2005:46:56%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/young-smiling-business-woman-giving-presentation-t-2021-08-26-18-52-30-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/young-smiling-business-woman-giving-presentation-t-2021-08-26-18-52-30-utc.jpg	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:43	233244/233244	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2007:02:46%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/smiling-business-mentor-with-young-colleagues-hold-2022-12-16-16-31-05-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/smiling-business-mentor-with-young-colleagues-hold-2022-12-16-16-31-05-utc.jpg	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:44	154080/154080	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2007:05:04%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/business-accountant-discussing-with-partner-are-me-2022-10-17-14-46-58-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/business-accountant-discussing-with-partner-are-me-2022-10-17-14-46-58-utc.jpg	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:44	14155/14155	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2003:28:35%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:44	228361/228361	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2005:41:32%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/three-smiling-business-colleagues-talking-in-moder-2022-02-02-06-34-12-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/three-smiling-business-colleagues-talking-in-moder-2022-02-02-06-34-12-utc.jpg	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:44	189965/189965	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2007:37:25%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/smiling-businesswoman-looking-up-while-working-2022-09-08-19-20-14-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/smiling-businesswoman-looking-up-while-working-2022-09-08-19-20-14-utc.jpg	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:44	18468/18468	---M-Z	200	added ('OK')	text/css	date:Sun,%2020%20Aug%202023%2018:10:51%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.15.3	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/lib/animations/animations.minb73d.css	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:45	1827/1827	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Jul%202023%2002:51:50%20GMT	https://tykit.rometheme.pro/taxation/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/taxation/tykit.rometheme.pro/taxation/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:45	224535/224535	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2007:40:55%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/business-people-in-office-connected-on-internet-ne-2022-11-12-15-00-09-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/03/business-people-in-office-connected-on-internet-ne-2022-11-12-15-00-09-utc.jpg	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:45	25202/25202	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2003:28:35%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:46	5629/5629	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2014%20Jun%202020%2006:23:28%20GMT	https://tykit.rometheme.pro/taxation/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/taxation/tykit.rometheme.pro/taxation/wp-includes/js/imagesloaded.mineda1.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:46	5485/5485	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2003:28:35%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.13.2	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min2e9d.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:46	4958/4958	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2020%20Aug%202023%2018:10:51%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.15.3	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/js/webpack.runtime.minb73d.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:47	56154/56154	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2020%20Aug%202023%2018:10:51%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.15.3	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/js/frontend-modules.minb73d.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:47	8171/8171	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2010%20Apr%202023%2002:37:27%20GMT	https://tykit.rometheme.pro/taxation/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/taxation/tykit.rometheme.pro/taxation/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:47	6607/6607	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2010%20Apr%202023%2002:37:27%20GMT	https://tykit.rometheme.pro/taxation/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.11	C:/taxation/tykit.rometheme.pro/taxation/wp-includes/js/dist/vendor/regenerator-runtime.min8fa4.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:48	16146/16146	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202023%2007:07:26%20GMT	https://tykit.rometheme.pro/taxation/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/taxation/tykit.rometheme.pro/taxation/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:48	4627/4627	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202023%2007:07:26%20GMT	https://tykit.rometheme.pro/taxation/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/taxation/tykit.rometheme.pro/taxation/wp-includes/js/dist/hooks.min2ebd.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:48	9445/9445	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2011%20Aug%202023%2007:07:26%20GMT	https://tykit.rometheme.pro/taxation/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	C:/taxation/tykit.rometheme.pro/taxation/wp-includes/js/dist/i18n.minf92f.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:49	24380/24380	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2003:28:35%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.13.2	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/js/frontend.min2e9d.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:49	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2020%20Aug%202023%2018:10:51%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:49	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2010%20Apr%202023%2002:37:27%20GMT	https://tykit.rometheme.pro/taxation/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/taxation/tykit.rometheme.pro/taxation/wp-includes/js/jquery/ui/core.min3f14.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:50	40746/40746	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2020%20Aug%202023%2018:10:51%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.15.3	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor/assets/js/frontend.minb73d.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:50	29635/29635	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2003:28:35%20GMT	https://tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.13.2	C:/taxation/tykit.rometheme.pro/taxation/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min2e9d.js	(from https://tykit.rometheme.pro/taxation/template-kit/homepage/)
17:06:52	222111/222111	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2005:57:29%20GMT	https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/teamwork-at-the-office-shot-of-smiling-business-p-2023-01-06-18-03-35-utc.jpg	C:/taxation/tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/2023/02/teamwork-at-the-office-shot-of-smiling-business-p-2023-01-06-18-03-35-utc.jpg	(from https://tykit.rometheme.pro/taxation/wp-content/uploads/sites/107/elementor/css/post-5.css?ver=1687860212)
